Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
AlejoIgoa,Animation,25700000.0,Argentina,5700000.0,208400.0,1700.0,http://youtube.com/channel/UCZs0WwC0Dn_noiQE2BHSTKg
ZHCYT,"Design/Art, DIY and Life Hacks",25700000.0,United States,2600000.0,127300.0,2200.0,http://youtube.com/channel/UClQubH2NeMmGLTLgNdLBwXg
RansEntertainment,Movies,25700000.0,Indonesia,365500.0,11400.0,399.0,http://youtube.com/channel/UCvA9_f5Lwk-poMynabtrZPg
wbkids,"Movies, Animation",25700000.0,Unknown,76100.0,699.0,0.0,http://youtube.com/channel/UC9trsD1jCTXXtN3xIOIU8gg
coldplay,Music and Dance,25500000.0,United States,66900.0,3700.0,81.0,http://youtube.com/channel/UCDPM_n1atn2ijUwHd0NNRQw
ChrisBrownTV,Music and Dance,25500000.0,United States,102000.0,9700.0,354.0,http://youtube.com/channel/UCcYrdFJF7hmPXRNaWdrko4w
MarkRober,Science and Technology,25500000.0,United States,479200.0,31700.0,329.0,http://youtube.com/channel/UCY1kMZp36IQSyNx_9h4mpCg
danrhodes,"Movies, Humor",25500000.0,United States,414500.0,19300.0,131.0,http://youtube.com/channel/UC6D1L2vxEAg_Vi0JSxMBDgA
TRANS7Official,"Movies, Humor",25400000.0,Indonesia,1600.0,29.0,2.0,http://youtube.com/channel/UC24_Z2L-8Ki183AI9zJJzNQ
WatchMojo,"Movies, Animation",25100000.0,United States,46700.0,1400.0,195.0,http://youtube.com/channel/UCaWd5_7JhbQBe4dknZhsHJg
LeoNataFamily,Unknown,25000000.0,United States,2100000.0,42100.0,46.0,http://youtube.com/channel/UCMsPm8-25ygqRrRe9_s1WFw
kidstv,Toys,25000000.0,Unknown,132600.0,1600.0,0.0,http://youtube.com/channel/UC7Pq3Ko42YpkCB_Q4E981jw
ChloeTing,"Fitness, Health and Self-help",24900000.0,United States,192700.0,7900.0,621.0,http://youtube.com/channel/UCCgLoMYIyP0U56dEhEL1wXQ
PrestonYT,"Video Games, Humor",24900000.0,United States,1300000.0,36100.0,287.0,http://youtube.com/channel/UC70Dib4MvFfT1tU6MqeyHpQ
topperguild,"Animation, Humor",24900000.0,United States,1800000.0,77600.0,838.0,http://youtube.com/channel/UCPuEAY09CtdTzFNWuqVZgDw
akshaynagwadiya,Unknown,24900000.0,India,3100000.0,143500.0,288.0,http://youtube.com/channel/UCz7PhJtc2G8Sre2vCLfmqAw
PenMovies,"Movies, Animation",24800000.0,India,59800.0,1200.0,25.0,http://youtube.com/channel/UC3ar28GS6o1p0m_wabfk2zw
likenastyaae,Unknown,24800000.0,Unknown,587400.0,3200.0,0.0,http://youtube.com/channel/UC3I1iohrGzxep0p8r1Osw3w
unknownboyvarun,Music and Dance,24700000.0,India,1300000.0,119600.0,154.0,http://youtube.com/channel/UC4DLvb5xZ9OLcVM1KC_R97g
TsurikiShow,Unknown,24700000.0,India,604600.0,9500.0,8.0,http://youtube.com/channel/UCymK_3BWUcoYVVf5D_GmACQ
1theK,Music and Dance,24700000.0,Indonesia,10100.0,595.0,29.0,http://youtube.com/channel/UCweOkPb1wVVH0Q0Tlj4a5Pw
DianaRomaARA,Animation,24600000.0,Unknown,1200000.0,5100.0,0.0,http://youtube.com/channel/UCtm3DGXkWqAUQZMHl97SVxA
shfashowindia,Daily Vlogs,24600000.0,Unknown,1300000.0,8800.0,0.0,http://youtube.com/channel/UCNvYCW3cMbkWy2g2v4Wb6xw
kidschannelindia,Music and Dance,24400000.0,Unknown,80300.0,385.0,0.0,http://youtube.com/channel/UCR1hQY5sz5NEYofdv09XimA
goldmineshindi,Unknown,24400000.0,India,12500.0,139.0,3.0,http://youtube.com/channel/UCs570zdFq_NNA5OcV8chnHw
Venus_Movies,Unknown,24400000.0,India,39100.0,425.0,10.0,http://youtube.com/channel/UCpcsv3Ow-8IhoUGDEfPetsQ
netdmuzik,Music and Dance,24400000.0,Turkey,6100.0,158.0,34.0,http://youtube.com/channel/UCR5wZcXtOUka8jTA57flzMg
TheElenaYa,"Animation, Toys",24400000.0,Unknown,611400.0,1100.0,0.0,http://youtube.com/channel/UCl_P0sCqxOdQpMwuajdXkRg
rug,"Video Games, Humor",24300000.0,United States,3200000.0,85300.0,5100.0,http://youtube.com/channel/UCilwZiBBfI9X6yiZRzWty8Q
kimpro828,Unknown,24300000.0,Indonesia,2300000.0,55300.0,403.0,http://youtube.com/channel/UCiVs2pnGW5mLIc1jS2nxhjg
suntv,Unknown,24300000.0,India,15300.0,457.0,2.0,http://youtube.com/channel/UCBnxEdpoZwstJqC1yZpOjRA
DJSnake,Music and Dance,24300000.0,India,16700.0,846.0,19.0,http://youtube.com/channel/UC_x8HoD18XJkILQBreVENUQ
alanbecker,"Animation, Video Games",24300000.0,United States,7600000.0,582600.0,5900.0,http://youtube.com/channel/UCbKWv2x9t6u8yZoB3KcPtnw
MayaAndMary,Animation,24100000.0,Unknown,134600.0,0.0,0.0,http://youtube.com/channel/UC50vBAtklUoJF1Wx5q0pmuw
sagawa,Unknown,24100000.0,United States,408800.0,13300.0,55.0,http://youtube.com/channel/UCWaOde99oeUVoXbIj3SNu9g
juandediospantojaa,"Music and Dance, Movies",24000000.0,Mexico,3000000.0,133200.0,3600.0,http://youtube.com/channel/UCzoUWqjCbcfWFdOMvoep8FA
EnriqueIglesias,Music and Dance,23900000.0,United States,21800.0,2000.0,142.0,http://youtube.com/channel/UC-6czyMkxDi8E8akPl0c7_w
JamesCharles,"Beauty, Fashion",23900000.0,United States,964500.0,62300.0,1100.0,http://youtube.com/channel/UCucot-Zp428OwkyRm2I7v2Q
MrMaxLife,Video Games,23900000.0,Russia,824200.0,19300.0,3000.0,http://youtube.com/channel/UC_8PAD0Qmi6_gpe77S1Atgg
TroomTroom,"Animation, Toys",23900000.0,Unknown,62900.0,1200.0,15.0,http://youtube.com/channel/UCWwqHwqLSrdWMgp5DZG5Dzg
PeppaPigEspanolLatinoOficial,"Movies, Toys",23800000.0,Unknown,604400.0,1700.0,0.0,http://youtube.com/channel/UCrreHSUa5rnuCVDeO8dX4eA
misskaty1133,"Video Games, Toys",23700000.0,Russia,1300000.0,15200.0,1000.0,http://youtube.com/channel/UCcartHVtvAUzfajflyeT_Gg
Ninja,"Animation, Video Games",23700000.0,United States,204600.0,8700.0,141.0,http://youtube.com/channel/UCAW-NpUFkMyCNrvRSSGIvDQ
NickyJamTV,"Music and Dance, Movies",23700000.0,Colombia,15800.0,1200.0,58.0,http://youtube.com/channel/UCpb_iJuhFe8V6rQdbNqfAlQ
Azhan5star,Unknown,23600000.0,India,4000000.0,181100.0,407.0,http://youtube.com/channel/UCY-at5vWhDoMJ8y0kIPFwDA
ishaanali11,Daily Vlogs,23500000.0,India,3400000.0,242900.0,467.0,http://youtube.com/channel/UCN4NflpHqLeHQZ91kTUVCBw
ValentinaPontesofc,Unknown,23500000.0,Brazil,730200.0,2700.0,0.0,http://youtube.com/channel/UC0ebPa2q1rwZVN7dYemunUQ
Jelly,"Animation, Video Games",23500000.0,United States,156400.0,5800.0,266.0,http://youtube.com/channel/UC0DZmkupLYwc0yDsfocLh0A
toyorbabytv,Music and Dance,23500000.0,Unknown,111400.0,0.0,0.0,http://youtube.com/channel/UCHAbNxkU837UAkZ-OPtdUUw
SesameStreet,Unknown,23400000.0,Unknown,364800.0,971.0,0.0,http://youtube.com/channel/UCoookXUzPciGrEZEXmh4Jjg
TED,Unknown,23400000.0,United States,43900.0,954.0,64.0,http://youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug
GMMGrammy,Music and Dance,23400000.0,Thailand,2900.0,96.0,3.0,http://youtube.com/channel/UCG9gfnA5UDoLvz-tC9B-HKw
WaveMusicBhojpuri,Music and Dance,23400000.0,India,8400.0,154.0,7.0,http://youtube.com/channel/UCYLlkv4hivYJlOk6Lo-RHNQ
TuzelityOfficial,Unknown,23300000.0,India,3200000.0,96600.0,673.0,http://youtube.com/channel/UCVRqK0tS3B8pVog1HwCR4pg
whitehillmusic,Music and Dance,23300000.0,India,15300.0,659.0,5.0,http://youtube.com/channel/UCopY0NAzASqmD6eVaRj2TFQ
VaniaManiaKids,"Animation, Toys",23300000.0,Unknown,325000.0,599.0,0.0,http://youtube.com/channel/UCLbyJSPEe2lx3jY-G0CFR3g
TechnicalGuruji,Unknown,23300000.0,India,169500.0,7600.0,455.0,http://youtube.com/channel/UCOhHO2ICt0ti9KAh-QHvttQ
CuteAnimalsTV.,Unknown,23200000.0,Unknown,3400.0,9.0,0.0,http://youtube.com/channel/UCWlK0s4T4gyLavYiQTpSzKQ
BabyBusES,"Movies, Animation",23200000.0,Unknown,80000.0,332.0,0.0,http://youtube.com/channel/UCy_rxpSt8DMagOUFA9Q-t1A
DrossRotzank,Unknown,23100000.0,Mexico,1700000.0,105900.0,3900.0,http://youtube.com/channel/UCNYW2vfGrUE6R5mIJYzkRyQ
capitanyolotroll,"Animation, Humor",23100000.0,Mexico,3200000.0,189300.0,827.0,http://youtube.com/channel/UCQ8TuCvcDMepleXFyOQfyOQ
LikeNastya_PRT,Unknown,23000000.0,Unknown,441000.0,2500.0,0.0,http://youtube.com/channel/UCtyr6UXUdZJJHuWGKzoiLfg
ZachChoi,Daily Vlogs,23000000.0,United States,142200.0,3000.0,162.0,http://youtube.com/channel/UCI78AdiI6f7VKhqW1i4B3Rw
GoldminesCineplex,Unknown,23000000.0,India,11800.0,129.0,2.0,http://youtube.com/channel/UCCrw5RBWF9i8VPt4IxL8IsQ
DangalTVChannel,Unknown,23000000.0,India,91900.0,2100.0,16.0,http://youtube.com/channel/UCNzmmbXIbMzlqE8nD1PBXfg
AmiRodrigueZZ,"Animation, Humor",22900000.0,Colombia,4300000.0,294400.0,1300.0,http://youtube.com/channel/UCwohKbRK2QnojtLh3p7xwaA
Yoeslan,Unknown,22900000.0,India,2400000.0,49700.0,81.0,http://youtube.com/channel/UCVtD5iA4rUuOK5cQrB_o4ow
sia,"Music and Dance, Movies",22900000.0,United States,0.0,0.0,0.0,http://youtube.com/channel/UCN9HPn2fq-NL8M5_kp4RWZQ
vladandnikiarab2,Animation,22800000.0,Unknown,982900.0,4800.0,0.0,http://youtube.com/channel/UCP9MW9ATjUwwulqEYTbp-Mw
invictorgs3,"Animation, Video Games",22800000.0,Mexico,806400.0,25500.0,418.0,http://youtube.com/channel/UChOQkbLHWi3zSCUjT7Kjd1g
Kidibli,"Animation, Toys",22800000.0,Unknown,138500.0,2400.0,0.0,http://youtube.com/channel/UCVEDZVtA5NUtjxSXHjtvkag
StokesTwins,"Video Games, Humor",22700000.0,United States,11700000.0,235000.0,10000.0,http://youtube.com/channel/UCbp9MyKCTEww4CxEzc_Tp0Q
vladandnikispain,Unknown,22700000.0,Unknown,1000000.0,3000.0,0.0,http://youtube.com/channel/UCZLl7vfqlRjVL4YBHGmLVvQ
mmoshaya,Unknown,22700000.0,Saudi Arabia,1100000.0,14100.0,835.0,http://youtube.com/channel/UCPOw2O3_uZ1doro9iR4x6vw
SSundee,"Animation, Video Games",22700000.0,United States,1700000.0,59800.0,1800.0,http://youtube.com/channel/UCke6I9N4KfC968-yRcd5YRg
souravjoshivlogs7028,Daily Vlogs,22700000.0,India,5600000.0,382300.0,8900.0,http://youtube.com/channel/UCjvgGbPPn-FgYeguc5nxG4A
THECHAINSMOKERS,"Music and Dance, Movies",22700000.0,United States,38900.0,1800.0,76.0,http://youtube.com/channel/UCq3Ci-h945sbEYXpVlw7rJg
ZachKing,"Movies, Humor",22600000.0,United States,4900000.0,238500.0,522.0,http://youtube.com/channel/UCq8DICunczvLuJJq414110A
BenAzelart,"Video Games, Humor",22500000.0,United States,3700000.0,44900.0,2700.0,http://youtube.com/channel/UCwVg9btOceLQuNCdoQk9CXg
DUDUeCAROL,Unknown,22500000.0,Brazil,964300.0,29200.0,89.0,http://youtube.com/channel/UC371icpvZj2oQaocL0i9L-g
fgteev,"Movies, Video Games",22500000.0,United States,826800.0,10300.0,2100.0,http://youtube.com/channel/UCC-RHF_77zQdKcA75hr5oTQ
VillageCookingChannel,Unknown,22500000.0,India,21500000.0,321500.0,5900.0,http://youtube.com/channel/UCk3JZr7eS3pg5AGEvBdEvFg
dednahype,Unknown,22400000.0,United States,598300.0,10400.0,25.0,http://youtube.com/channel/UCNRl8nOCoUvki2FNFxQZgEg
disneyla,"Movies, Animation",22400000.0,Unknown,89100.0,105.0,0.0,http://youtube.com/channel/UCq3zaHCaZtb3TtNwwz0PK2w
smilefamily363,"Animation, Toys",22400000.0,Unknown,7600.0,45.0,0.0,http://youtube.com/channel/UCjZ-Ekz7JDN6GDXwusvSHvg
NetflixIndiaOfficial,Unknown,22300000.0,India,61400.0,1400.0,111.0,http://youtube.com/channel/UCZSNzBgFub_WWil6TOTYwAg
BeatboxJCOP,Unknown,22300000.0,India,1600000.0,0.0,727.0,http://youtube.com/channel/UCdX5KXiCTPYWYZscfphgQ4g
LIVCrime,Unknown,22300000.0,India,19400.0,249.0,16.0,http://youtube.com/channel/UCzXpAx4v6rFLYXkJZ5nmSvQ
rotanamusic,Music and Dance,22300000.0,Saudi Arabia,2100000.0,12600.0,321.0,http://youtube.com/channel/UCNhqvQMXIgRfjAGmxQqdNRw
RAFAELUIZOFICIAL,"Movies, Animation",22100000.0,Brazil,671700.0,30500.0,522.0,http://youtube.com/channel/UC6paX0kLA8D81aYogceMufw
NatGeo,Unknown,22100000.0,United States,42200.0,871.0,38.0,http://youtube.com/channel/UCpVm7bg6pXKo1Pr6k5kxG9A
williesalim,"Movies, Humor",21900000.0,Indonesia,396200.0,0.0,2800.0,http://youtube.com/channel/UCPCaXSwaos-QI03iZtx8I6g
SMOL_official,Unknown,21900000.0,India,114500.0,2600.0,5.0,http://youtube.com/channel/UCBBZ7No0AzEJ3qiatjSa-mg
alfredolarin,Unknown,21900000.0,El Salvador,12900000.0,707600.0,2100.0,http://youtube.com/channel/UCd5ApCORQsMOZZz5E9oVeFA
TlnovelasOficial,"Music and Dance, Animation",21900000.0,Mexico,5500.0,152.0,5.0,http://youtube.com/channel/UCKyU-wd-KY4PMOcOpPQgQcw
royaltyfam,Humor,21900000.0,United States,4700000.0,67000.0,6600.0,http://youtube.com/channel/UCja7QUMRG9AD8X2F_vXFb9A
EvaBravoPlay,"Animation, Toys",21800000.0,Unknown,332800.0,1300.0,0.0,http://youtube.com/channel/UCvYhgH0hXziSz9IyPztzUug
infinite,"Video Games, Humor",21700000.0,United States,884800.0,45700.0,1400.0,http://youtube.com/channel/UC_hSjGOO67A6gIDUcyuv_8A
MartaAndRustam,Unknown,21700000.0,India,4100000.0,65900.0,52.0,http://youtube.com/channel/UCm-Qr3k89gtXcuv2jL29XFw
khangsresearchcentre1685,Education,21700000.0,India,7300000.0,501700.0,17000.0,http://youtube.com/channel/UCatL-c6pmnjzEOHSyjn-sHA
gmapublicaffairs,News and Politics,21700000.0,Philippines,4300.0,68.0,2.0,http://youtube.com/channel/UCj5RwDivLksanrNvkW0FB4w
vladandnikidn,"Music and Dance, Movies",21700000.0,Unknown,529400.0,1300.0,0.0,http://youtube.com/channel/UCgG9IWOPcCIfQoI00xQBUbg
beckyg,Music and Dance,21500000.0,United States,0.0,0.0,0.0,http://youtube.com/channel/UCgtNC51EUSgcZ6kKyVoPxKA
Priyal_Kukreja,Daily Vlogs,21500000.0,India,7700000.0,224600.0,510.0,http://youtube.com/channel/UCzEAWIWMigRBbulQ6yVlilg
BaimPaula,"Music and Dance, Movies",21300000.0,Indonesia,352500.0,12600.0,773.0,http://youtube.com/channel/UC5xAPCVizxOfnMECMXkal2Q
BraveWilderness,Unknown,21100000.0,United States,635400.0,14400.0,862.0,http://youtube.com/channel/UC6E2mP01ZLH_kbAyeazCNdg
buzzfeedtasty,Food and Drink,21100000.0,United States,84300.0,3200.0,34.0,http://youtube.com/channel/UCJFp8uSYCjXOMnkUyb3CQ3Q
fatosdesconhecidos,Science and Technology,21100000.0,Brazil,92900.0,10200.0,407.0,http://youtube.com/channel/UCbAiIkPobUFy71zlmwVw3jw
lyricalemonade,"Music and Dance, Animation",21100000.0,United States,2800000.0,127300.0,5800.0,http://youtube.com/channel/UCtylTUUVIGY_i5afsQYeBZA
MrVivekBindra,Education,21100000.0,India,56900.0,3100.0,17.0,http://youtube.com/channel/UCR-foyF-C6VuAlwy3KZMkgA
VijayTelevision,Unknown,21100000.0,India,99500.0,1500.0,18.0,http://youtube.com/channel/UCvrhwpnp2DHYQ1CbXby9ypQ
kurzgesagt,Education,21100000.0,United States,4900000.0,253500.0,14000.0,http://youtube.com/channel/UCsXVk37bltHxD1rDPwtNM8Q
romeo,Music and Dance,21100000.0,United States,3200000.0,53900.0,1600.0,http://youtube.com/channel/UCyxbZF7_PK4nLiexj0kkCNg
corbuzier,Unknown,21000000.0,Indonesia,2100000.0,44400.0,4700.0,http://youtube.com/channel/UCYk4LJI0Pr6RBDWowMm-KUw
NBA,Sports,20900000.0,United States,46400.0,1000.0,55.0,http://youtube.com/channel/UCWJ2lWNubArHWmf3FIHbfcQ
JasonDerulo,Music and Dance,20800000.0,United States,80500.0,3100.0,35.0,http://youtube.com/channel/UCe3yZzUwpmy2eKKmF9svX0Q
KiddiestvHindi,Education,20800000.0,Unknown,17700.0,66.0,0.0,http://youtube.com/channel/UCvEAgG7WzPZnZkf9iOV_YCg
avicii,"Music and Dance, Movies",20700000.0,United States,0.0,0.0,0.0,http://youtube.com/channel/UCPHjpfnnGklkRBBTd0k6aHg
5MinuteCraftsDIY,Music and Dance,20700000.0,India,14600.0,110.0,4.0,http://youtube.com/channel/UC2etEuPIfohP4P53wM0KImA
NinjaKidz,Video Games,20700000.0,United States,289800.0,6600.0,217.0,http://youtube.com/channel/UCpZ88DWlKW0H_AYDaUZptcw
7clouds,Music and Dance,20700000.0,United States,92100.0,1200.0,74.0,http://youtube.com/channel/UCNqFDjYTexJDET3rPDrmJKg
LinkinPark,Music and Dance,20700000.0,United States,73700.0,7100.0,134.0,http://youtube.com/channel/UCZU9T1ceaOgwfLRq7OKFU4Q
Mnet,Unknown,20700000.0,United States,34400.0,3500.0,168.0,http://youtube.com/channel/UCbD8EppRX3ZwJSou-TVo90A
BabyBusID,"Movies, Humor",20600000.0,Unknown,285400.0,744.0,0.0,http://youtube.com/channel/UC5v3gjCQLFeg8eBXO7ShdpQ
-genevievesplayhouse1465,Education,20600000.0,Unknown,513400.0,3100.0,0.0,http://youtube.com/channel/UCJhSN5ic1QXn1doXzdiiCGQ
JoseComilaoTotoy,Animation,20600000.0,Unknown,199000.0,5000.0,0.0,http://youtube.com/channel/UCy7whoHQXzhYxp9AQmrPFVw
jakepaul,Fitness,20500000.0,United States,172400.0,7500.0,127.0,http://youtube.com/channel/UCcgVECVN4OKV6DH1jLkqmcA
somoynews360,Daily Vlogs,20500000.0,Bangladesh,7400.0,196.0,4.0,http://youtube.com/channel/UCxHoBXkY88Tb8z1Ssj6CWsQ
SlivkiShow,Video Games,20500000.0,Russia,2500000.0,154200.0,6800.0,http://youtube.com/channel/UCU_yU4xGT9hrVFo6euH8LLw
Miawaug,Video Games,20500000.0,Indonesia,748400.0,29300.0,2000.0,http://youtube.com/channel/UC3J4Q1grz46bdJ7NJLd4DGw
EmiwayBantai,Music and Dance,20500000.0,India,892800.0,95600.0,5500.0,http://youtube.com/channel/UCHmk8iNJHvf5mGN6_pkPc7g
PragatiVermaaShorts,Unknown,20500000.0,India,2800000.0,134300.0,1400.0,http://youtube.com/channel/UCZcR0eG70cbq044cb_OH3Qw
Cookieswirlc,Video Games,20500000.0,United States,147000.0,2000.0,482.0,http://youtube.com/channel/UCelMeixAOTs2OQAAi9wU8-g
gottalentglobal,Unknown,20400000.0,United States,222500.0,1200.0,71.0,http://youtube.com/channel/UCe_Fx4EZAgKjDz0aQ_Y7hSA
triggeredinsaan,Humor,20400000.0,India,11100000.0,1400000.0,38000.0,http://youtube.com/channel/UCfLuT3JwLx8rvHjHfTymekw
SonyAATH,"Travel, Entertainment",20400000.0,Bangladesh,89500.0,782.0,49.0,http://youtube.com/channel/UCBz9qbqujcjIavFmBJW2oZw
IShowSpeed,"Video Games, Humor",20300000.0,United States,2500000.0,101600.0,5000.0,http://youtube.com/channel/UCWsDFcIhY2DBi3GB5uykGXA
RobinHoodGamer1,"Animation, Video Games",20300000.0,Brazil,465800.0,17000.0,533.0,http://youtube.com/channel/UCYtaoJSk9iIrFxx8eZB15ag
5MinuteCraftsPLAY,Movies,20300000.0,India,14300.0,106.0,5.0,http://youtube.com/channel/UC57XAjJ04TY8gNxOWf-Sy0Q
marvel,"Movies, Animation",20300000.0,United States,94400.0,5200.0,216.0,http://youtube.com/channel/UCvC4D8onUfXzvjTOM-dBfEA
rkddigital,Unknown,20200000.0,India,694400.0,6300.0,90.0,http://youtube.com/channel/UCjBwQ6M9QyCgO5Pp-TQRFUA
greengoldtv,Unknown,20100000.0,Unknown,42000.0,930.0,0.0,http://youtube.com/channel/UCiBigY9XM-HaOxUc269ympg
gordonramsay,"Food and Drink, Health and Self-help",20100000.0,United States,114900.0,2800.0,117.0,http://youtube.com/channel/UCIEv3lZ_tNXHzL3ox-_uUGQ
BuzzFeedVideo,Food and Drink,20100000.0,United States,15500.0,377.0,8.0,http://youtube.com/channel/UCpko_-a4wgz2u_DgDgd9fqA
unboxtherapy,Design/Art,20100000.0,United States,178500.0,7300.0,140.0,http://youtube.com/channel/UCsTcErHg8oDvUnTzoqsYeNw
gusttavolimaoficial,Music and Dance,20100000.0,Brazil,131000.0,6000.0,88.0,http://youtube.com/channel/UCXooz9whNJZBRTHi9AqdjPw
AuthenticGames,"Movies, Video Games",20100000.0,Brazil,20100.0,2200.0,34.0,http://youtube.com/channel/UCIPA6iWNaoetaa1T46RkzXw
bobbyprankster,Unknown,20100000.0,India,2900000.0,223500.0,226.0,http://youtube.com/channel/UC5apxzE3aEOpvP0XkeuW8mw
pencilmation,"Animation, Humor",20100000.0,United States,179700.0,1500.0,88.0,http://youtube.com/channel/UCUAL--p3qAa27luR0IYbjZA
PinkPanther,"Movies, Animation",20100000.0,Unknown,274200.0,1700.0,0.0,http://youtube.com/channel/UCFeUyPY6W8qX8w2o6oSiRmw
ASGamingsahil,Unknown,20100000.0,India,227400.0,22500.0,618.0,http://youtube.com/channel/UCMrvxKTx9hLhZcOvJkYOnAw
React,Humor,20100000.0,United States,133300.0,5400.0,214.0,http://youtube.com/channel/UC0v-tlzsn0QZwJnkiaUSJVQ
PTXofficial,Music and Dance,20100000.0,United States,0.0,0.0,0.0,http://youtube.com/channel/UCmv1CLT6ZcFdTJMHxaR9XeA
VEVO,Music and Dance,20100000.0,United States,9500.0,519.0,7.0,http://youtube.com/channel/UC2pmfLm7iq6Ov1UwYrWYkZA
goldminesgreatindiancomedy2048,Unknown,20000000.0,India,5800.0,39.0,2.0,http://youtube.com/channel/UC76Yc75RGWonijH02CIhPaw
BGT,"Music and Dance, Movies",19900000.0,United Kingdom,40800.0,576.0,28.0,http://youtube.com/channel/UCUtZaxDF3hD5VK4xRYFBePQ
sctv_,"Music and Dance, Movies",19900000.0,Indonesia,10900.0,225.0,13.0,http://youtube.com/channel/UC_vsErcsq56hOscPHkG-aVw
ClashOfClans,"Movies, Animation",19900000.0,United States,1600000.0,30100.0,952.0,http://youtube.com/channel/UCD1Em4q90ZUK2R5HKesszJg
HaerteTest,Unknown,19900000.0,India,18600.0,76.0,7.0,http://youtube.com/channel/UCqsS8fU6yVxrJr5y_CoUn3w
Vsauce,Science and Technology,19900000.0,United States,4500000.0,449000.0,3600.0,http://youtube.com/channel/UC6nSFpj9HTCZ5t-N3Rm3-HA
TroomTroom_Es,Unknown,19800000.0,Mexico,76000.0,1300.0,24.0,http://youtube.com/channel/UCu6oyJJ6PlkeNNv6n26ZNyA
etvteluguindia,Unknown,19800000.0,India,11300.0,220.0,1.0,http://youtube.com/channel/UCSs9H1cyB3OHdy8wkit8ZKg
tabii.urdu,Unknown,19800000.0,Pakistan,17900.0,485.0,23.0,http://youtube.com/channel/UCfiM9_Me5QJBEr0PItkbXgw
fifa,Sports,19700000.0,United States,43200.0,2100.0,28.0,http://youtube.com/channel/UCpcTrCXblq78GZrTUTLWeBw
CraftyPanda,"Movies, Humor",19700000.0,India,18000.0,136.0,5.0,http://youtube.com/channel/UC03RvJoIhm_fMwlUpm9ZvFw
DLSNews,News and Politics,19700000.0,India,123000.0,3800.0,188.0,http://youtube.com/channel/UCw0ry7cLRUnq3Oaszlhgqfg
WowKidzAction,Unknown,19600000.0,Unknown,21300.0,90.0,0.0,http://youtube.com/channel/UCCyKsYaRi62axS-kasXW7wA
JakeFellman,Unknown,19500000.0,United States,471300.0,21600.0,437.0,http://youtube.com/channel/UCEnqwW6f7bYidXHAI13hhMA
Slick_Slime_Sam_Spanish,Unknown,19500000.0,Mexico,100500.0,2200.0,0.0,http://youtube.com/channel/UCfRgJADdLXwrcjIuTxn_u3Q
Sidemen,"Video Games, Humor",19500000.0,United Kingdom,9200000.0,284800.0,8200.0,http://youtube.com/channel/UCDogdKl7t7NHzQ95aEwkdMw
Mashaurso,Unknown,19500000.0,Unknown,202400.0,3000.0,0.0,http://youtube.com/channel/UCJKBSfD5JSUxGhriFeoPCCg
heidizidane9861,Daily Vlogs,19400000.0,Unknown,12800.0,65.0,0.0,http://youtube.com/channel/UCC9Iz-AebxsyVF4iZagOtwA
busyfunltd9692,Unknown,19300000.0,India,4800000.0,14500.0,315.0,http://youtube.com/channel/UCkKDpnzIG29MA--Sh6oOtWg
sonotek,"Music and Dance, Animation",19300000.0,India,9800.0,396.0,70.0,http://youtube.com/channel/UC3zVeAaoPEN1Tu25dW3G2Ig
ArabGamesNetwork,Unknown,19300000.0,Algeria,190600.0,12800.0,633.0,http://youtube.com/channel/UCV2JkEBmtfSYGAIlprAhAyQ
officialajaysharma07,Unknown,19300000.0,India,517700.00000000006,22000.0,43.0,http://youtube.com/channel/UCthYQycNvy1TfeTzzR4S2dA
kbsworldtv,Unknown,19300000.0,Indonesia,3700.0,144.0,6.0,http://youtube.com/channel/UC5BMQOsAB8hKUyHu9KI6yig
degoboom,"Movies, Animation",19200000.0,Mexico,156100.0,5200.0,22.0,http://youtube.com/channel/UCj9rK3jt8qmih4mZX0UL67g
turmadamonica,Unknown,19100000.0,Unknown,115600.0,2000.0,0.0,http://youtube.com/channel/UCV4XcEqBswMCryorV_gNENw
CalvinHarris,Music and Dance,19100000.0,United States,71300.0,3500.0,156.0,http://youtube.com/channel/UCIjYyZxkFucP_W-tmXg_9Ow
howridiculous,Video Games,19100000.0,United States,3700000.0,68300.0,312.0,http://youtube.com/channel/UC5f5IV0Bf79YLp_p9nfInRA
user-fc2ty4qw7q,Unknown,19100000.0,United States,9000.0,21.0,1.0,http://youtube.com/channel/UCUYA9nNP2Pgz5RF_oMvnqdQ
MrDegreeOfficial,Unknown,19100000.0,United States,4000000.0,124900.0,113.0,http://youtube.com/channel/UCeYTfGpNCmVhlxjQxBDrGPA
jaanvipatel,Unknown,19100000.0,India,19100000.0,0.0,2200.0,http://youtube.com/channel/UCRqs0TZOqe5nrwP-BrdnCjg
ThePoznavatel,"DIY and Life Hacks, Toys",19100000.0,Russia,2300000.0,33200.0,2100.0,http://youtube.com/channel/UCXTMoE1XgvxN4iCt5-gZzCw
shemaroobollywoodcomedy,Unknown,19100000.0,India,15200.0,132.0,5.0,http://youtube.com/channel/UC0PKLLmL8pIJLjOI1gBH_pA
TEDEd,Science and Technology,19100000.0,United States,303100.0,12400.0,512.0,http://youtube.com/channel/UCsooa4yRKGN_zEE8iknghZA
HiBestMan,Video Games,19100000.0,Russia,1300000.0,49300.0,1600.0,http://youtube.com/channel/UCM44x9uWlx__9M9Y2IFhxzQ
