Username,Categories,Suscribers,Country,Visits,Likes,Comments,Links
LinusTechTips,Science and Technology,15400000.0,United States,1100000.0,54800.0,3100.0,http://youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw
DaveAndAva,Music and Dance,15400000.0,Unknown,164100.0,559.0,0.0,http://youtube.com/channel/UC6zhI71atP7YLoZyIyCIGNw
kompastv,News and Politics,15400000.0,Indonesia,4400.0,34.0,5.0,http://youtube.com/channel/UC5BMIWZe9isJXLZZWPWvBlg
_vector_,Unknown,15400000.0,United States,15400000.0,712400.0,1200.0,http://youtube.com/channel/UCzJ53fi4NuDCYWOk9PtEkCA
THE_BROWN_SIBLINGS,Unknown,15400000.0,India,234500.0,15600.0,57.0,http://youtube.com/channel/UCxGzpNf5XOnSQOYC2nbMiyQ
Jesser,"Video Games, Humor",15400000.0,United States,1300000.0,50600.0,321.0,http://youtube.com/channel/UCQIUhhcmXsu6cN6n3y9-Pww
RayWilliamJohnson,"Animation, Humor",15400000.0,United States,2600000.0,237600.0,1800.0,http://youtube.com/channel/UCGt7X90Au6BV8rf49BiM6Dg
GoAmiGo,Daily Vlogs,15400000.0,Colombia,7900000.0,455300.0,2300.0,http://youtube.com/channel/UCp4Fk7Xy_wYq8sFKcKNrQCA
nianaguerrero,Music and Dance,15400000.0,Philippines,504800.0,12100.0,290.0,http://youtube.com/channel/UCLysbxhOO_JPOPgcsPCMb8w
abscbnnews,News and Politics,15400000.0,Philippines,3800.0,39.0,2.0,http://youtube.com/channel/UCE2606prvXQc_noEqKxVJXA
ndtvindia,News and Politics,15400000.0,India,3300.0,38.0,2.0,http://youtube.com/channel/UC9CYT9gSNLevX5ey2_6CK0Q
MNCTVOfficialId,"Music and Dance, Movies",15300000.0,Indonesia,1200.0,34.0,0.0,http://youtube.com/channel/UC34xi8JB1AKSotPUKHywbaA
OyuncakAvi-oyku,Unknown,15300000.0,Unknown,25400.0,0.0,0.0,http://youtube.com/channel/UCjS0hMS5sneIgsb3PjBc0Bw
studyiqofficial,Education,15200000.0,India,16400.0,883.0,21.0,http://youtube.com/channel/UCrC8mOqJQpoB7NuIMKIS6rQ
ranzkyle,Unknown,15200000.0,Philippines,399900.0,19100.0,572.0,http://youtube.com/channel/UCdAt_KUKt0g9ZRQ7gwKaN3A
MohamedRamadan,"Music and Dance, Movies",15200000.0,Egypt,272900.0,6400.0,82.0,http://youtube.com/channel/UCJCj2HtcnbOyCj1rmKaxwJg
HongyuASMR,ASMR,15200000.0,United States,368500.0,4100.0,148.0,http://youtube.com/channel/UCxtLc0Jqq3SKBWlIXM_OC9g
DaftarPopuler,Science and Technology,15200000.0,Indonesia,56400.0,749.0,97.0,http://youtube.com/channel/UCQW2tTNJ40V2T6MqV1eMZ0w
EdisonPts,Video Games,15200000.0,Russia,1600000.0,108100.0,4200.0,http://youtube.com/channel/UCrpt82vHWIWZSHtNQxncPrg
SupercarBlondie,Animation,15200000.0,United States,745100.0,23100.0,425.0,http://youtube.com/channel/UCKSVUHI9rbbkXhvAXK-2uxA
PlayStation,Unknown,15200000.0,United States,33100.0,995.0,83.0,http://youtube.com/channel/UC-2Y8dQb0S6DtpxNgAKoJKA
Thaich8,Unknown,15200000.0,Thailand,9000.0,135.0,4.0,http://youtube.com/channel/UCtBu8Wb2BUoduUXJS9Uss7Q
kwebbelkop,"Animation, Video Games",15200000.0,United States,60800.0,602.0,279.0,http://youtube.com/channel/UCfLuMSIDmeWRYpuCQL0OJ6A
mariale,Unknown,15200000.0,Mexico,17700.0,1200.0,19.0,http://youtube.com/channel/UCSyoRFkB5xkaa3ScUcBaETw
PPMussas,Fashion,15200000.0,Mexico,230400.0,10400.0,393.0,http://youtube.com/channel/UClnKzwo9CPkYix6V9jK4JTQ
Makiman131,"Movies, Animation",15200000.0,Spain,238400.0,11000.0,345.0,http://youtube.com/channel/UCevY-z55kr37ZAXG15F-KiA
LittleAngelBrasil,Animation,15100000.0,Unknown,206800.0,453.0,0.0,http://youtube.com/channel/UCAdpXDXkrrYQXFtAbJixRUg
zncoficial,Unknown,15100000.0,Brazil,20400.0,1800.0,33.0,http://youtube.com/channel/UCRRu9OXVYd5clj2Bs29gUVQ
indorephysicalacademy.,Unknown,15100000.0,India,54800.0,3900.0,95.0,http://youtube.com/channel/UC196qeFpI8slOwK8ZWjKndw
NetflixJr,"Animation, Humor",15100000.0,Unknown,104200.0,197.0,0.0,http://youtube.com/channel/UCAJnyTWJPpKXuwgWQDdNWrQ
TazerCraft,"Movies, Animation",15000000.0,Brazil,182000.0,12700.0,525.0,http://youtube.com/channel/UCjBO43ykxlSs3j7F7EXcBUQ
PeetMontzingo,Unknown,15000000.0,United States,1700000.0,0.0,1100.0,http://youtube.com/channel/UC1WbRuMMzbzUfBG65x1FmXQ
XpressTV,Science and Technology,15000000.0,Mexico,1100000.0,33400.0,311.0,http://youtube.com/channel/UC0YFjwJc3b1otDerdv6CfWA
ABCNews,News and Politics,15000000.0,United States,10900.0,115.0,50.0,http://youtube.com/channel/UCBi2mrWuNuyYy4gbM6fU18Q
Therichest,News and Politics,15000000.0,United States,8500.0,246.0,19.0,http://youtube.com/channel/UCdxi8d8qRsRyUi2ERYjYb-w
leagueoflegends,"Movies, Animation",15000000.0,United States,909100.0,45300.0,1900.0,http://youtube.com/channel/UC2t5bjwHdUX4vM2g8TRDq5g
RS1313Shorts,Unknown,15000000.0,India,5000.0,49.0,9.0,http://youtube.com/channel/UCPQtgEj6Z0xve62aeSgo5qA
mispastelitos,Food and Drink,15000000.0,Mexico,1700000.0,89700.0,903.0,http://youtube.com/channel/UCkjjH0hsvaeRIuwGlM9oSvg
crashcourse,Science and Technology,15000000.0,United States,28900.0,1200.0,32.0,http://youtube.com/channel/UCX6b17PVsYBQ0ip5gyeme-Q
5MinuteCraftsRecycle,Unknown,15000000.0,India,6300.0,70.0,3.0,http://youtube.com/channel/UCCLVg6BI7NxDIp6GFKfFGFw
itowngameplay,"Animation, Video Games",15000000.0,Mexico,47100.0,2600.0,167.0,http://youtube.com/channel/UCKmlxQVs0vHtaLldRIQ8lsA
TroomTroomRu,"Video Games, Toys",15000000.0,Unknown,96000.0,2000.0,11.0,http://youtube.com/channel/UCq1JpGFxcZTbbOAz010U-og
jorgeemateus,Music and Dance,14900000.0,Brazil,72600.0,2400.0,103.0,http://youtube.com/channel/UCL64gn1KZ1C-u87BGQv3b6w
cure0721,Unknown,14900000.0,Indonesia,3300000.0,245100.0,2300.0,http://youtube.com/channel/UCkLNHZZsC3LKdUAroKNwOOw
iamneetubisht,Unknown,14900000.0,India,3500000.0,200400.0,215.0,http://youtube.com/channel/UCDwhsmzFDLc5hOB6SUglAjg
SusyMouriz,Unknown,14900000.0,Mexico,4900000.0,364000.0,1400.0,http://youtube.com/channel/UC2Rh-eKkibnZq8pRxYYoSSQ
MattyBRaps,Music and Dance,14900000.0,United States,267900.0,949.0,0.0,http://youtube.com/channel/UCmdY1pHB-KbFYxOyhwjVeQw
OReinoInfantil,Music and Dance,14900000.0,Unknown,88300.0,262.0,0.0,http://youtube.com/channel/UCooY3HgjOMWoDpIHMDM4ghQ
AadishaktiFilms,Music and Dance,14900000.0,Unknown,12500.0,336.0,30.0,http://youtube.com/channel/UC1Ekm042kfOFJyKaTIYOVIA
GyanGaming,"Video Games, Humor",14800000.0,India,264800.0,22700.0,248.0,http://youtube.com/channel/UChXi_PlJkRMPYFQBOJ3MpxA
fueledbyramen,Music and Dance,14800000.0,United States,88400.0,696.0,40.0,http://youtube.com/channel/UClVrJwcIy7saPcGc1nct80A
camilaloures,"Movies, Humor",14800000.0,Brazil,271900.0,16700.0,237.0,http://youtube.com/channel/UCvuJTWl_peL49CUfF2EAbyg
sevengersofficial,Unknown,14800000.0,India,3200000.0,342100.0,486.0,http://youtube.com/channel/UCAgAsH5n26IHMDyzwhF3wIw
MeghanTrainor,"Movies, Humor",14800000.0,United States,17600.0,662.0,49.0,http://youtube.com/channel/UCkXgEcpoTE4tHsebYBouWpA
theslowmoguys,Unknown,14800000.0,United States,1100000.0,66200.0,1700.0,http://youtube.com/channel/UCUK0HBIBWgM2c4vsPhkYY4w
majorlazer,"Music and Dance, Movies",14800000.0,United States,25700.0,722.0,36.0,http://youtube.com/channel/UCMJ5Qf3sOvQpcYiai1Noa3Q
lachlan,"Animation, Video Games",14800000.0,United States,500700.0,19500.0,262.0,http://youtube.com/channel/UCh7EqOZt7EvO2osuKbIlpGg
MalumaVEVO,Music and Dance,14800000.0,Mexico,226400.0,8500.0,275.0,http://youtube.com/channel/UCFkoPRmuxqr37jvGmmpzhzQ
chadwildclay,"Movies, Humor",14800000.0,United States,864700.0,17500.0,3200.0,http://youtube.com/channel/UCwaNuezahYT3BOjfXsne2mg
auron,"Movies, Animation",14800000.0,Mexico,1100000.0,48800.0,861.0,http://youtube.com/channel/UCFR2oaNj02WnXkOgLH0iqOA
E_MasterSensei,"Movies, Video Games",14800000.0,Mexico,519800.0,32200.000000000004,459.0,http://youtube.com/channel/UC3osN7-7XJq3NEoKZIUUx0w
MartinGarrix,Music and Dance,14800000.0,United States,40700.0,4000.0,130.0,http://youtube.com/channel/UC5H_KXkPbEsGs0tFt8R35mA
facts806,Unknown,14800000.0,Egypt,12500.0,744.0,17.0,http://youtube.com/channel/UCBzrJ1zGf9-0cd5-n7sBraQ
collegehumor,"Movies, Humor",14800000.0,United States,212000.0,10100.0,487.0,http://youtube.com/channel/UCPDXXXJj9nax0fr0Wfc048g
BBCNews,News and Politics,14800000.0,United States,66300.0,913.0,444.0,http://youtube.com/channel/UC16niRr50-MSBwiO3YDb3RA
DocTops,Animation,14800000.0,Mexico,1300000.0,45200.0,881.0,http://youtube.com/channel/UCAolsolgHiURrQBuZ4qe0lg
PrestonPlayz,"Animation, Video Games",14800000.0,United States,787300.0,11900.0,686.0,http://youtube.com/channel/UCJZam2u1G0syq3kyqrCXrNw
vladandnikiport,Unknown,14700000.0,Unknown,511300.0,0.0,0.0,http://youtube.com/channel/UCiuZ9qRr3mrykNmWcAPmJ0w
TheVishalbhatt,Unknown,14700000.0,India,446900.0,27600.0,49.0,http://youtube.com/channel/UCTf3jU9tyfsq1ElmkTY_ztQ
nostalgia,Science and Technology,14700000.0,Unknown,53900.0,6400.0,335.0,http://youtube.com/channel/UCH2VZQBLFTOp6I_qgnBJCuQ
DentalDigest,Unknown,14700000.0,United States,6400000.0,209400.0,563.0,http://youtube.com/channel/UC7u9o8BHiJyH2_cef_nC7tQ
zeebangla,Unknown,14700000.0,India,1300.0,17.0,0.0,http://youtube.com/channel/UCeMsqI6jU9WE2ctsrbxbywQ
cokestudio,"Music and Dance, Movies",14700000.0,Pakistan,1800000.0,1400.0,47.0,http://youtube.com/channel/UCM1VesJtJ9vTXcMLLr_FfdQ
LikeNastya_Stories,"Animation, Toys",14700000.0,Unknown,77600.0,345.0,0.0,http://youtube.com/channel/UCcqANnGO-HUapcmL2zyEI0g
user-ts8yv9np7m,"Movies, Humor",14700000.0,Unknown,38000.0,159.0,0.0,http://youtube.com/channel/UCraaN4FiNe7l3F4XR6s246A
infobellskannadarhymes,Education,14700000.0,Unknown,348300.0,8100.0,0.0,http://youtube.com/channel/UCzKWILdrVl8ZEcDzaH4kl_A
ZEE5,Unknown,14700000.0,India,255.5,8.0,0.0,http://youtube.com/channel/UCXOgAl4w-FQero1ERbGHpXQ
rebeccazamolo,"Video Games, Humor",14600000.0,United States,2900000.0,30400.0,2600.0,http://youtube.com/channel/UCfw8x3VR-ElcaWW2Tg_jgSA
ZigandSharko,Unknown,14600000.0,Unknown,136900.0,935.0,0.0,http://youtube.com/channel/UCcKJJuOe2tOqgrKw0Gks-sw
VijayKumarVinerVlogs,Unknown,14600000.0,India,110600.0,3100.0,5.0,http://youtube.com/channel/UCfIpFdLEnTfkXjcwsiO4dAA
GMM25Thailand,Unknown,14600000.0,Thailand,2900.0,34.0,0.0,http://youtube.com/channel/UCTP5z0kFg6-nPcZ79gTC67Q
Telemundo,Unknown,14600000.0,Argentina,2800.0,53.0,4.0,http://youtube.com/channel/UCajrNVKvG2xVlVcSr3GcsDA
TheDodo,Animals and Pets,14600000.0,United States,462900.0,12300.0,412.0,http://youtube.com/channel/UCINb0wqPz-A0dV9nARjJlOQ
NatanporAi,Unknown,14600000.0,Brazil,1500000.0,28300.0,221.0,http://youtube.com/channel/UCjaxmdb_gTWbz9XF5rzvgGg
IDEIASINCRIVEIS,Unknown,14600000.0,Brazil,11000.0,120.0,3.0,http://youtube.com/channel/UCcQeJmGXpa_t03Zjrl8Aq4g
boramtubetoysreview9575,"Movies, Toys",14600000.0,Unknown,9500.0,77.0,0.0,http://youtube.com/channel/UC3pnQ7MHDABUFungNcMQ7dA
legendaefunk,"Music and Dance, Animation",14600000.0,Brazil,3700.0,154.0,8.0,http://youtube.com/channel/UCgO5cJ4sL1um054gGYusjiA
woodyandkleiny,"Video Games, Humor",14600000.0,United States,524900.0,35100.0,86.0,http://youtube.com/channel/UCoGForHQAmk0_9rI9CABeYw
NobruTV,"Movies, Animation",14600000.0,Brazil,367300.0,31300.0,125.0,http://youtube.com/channel/UCqWmLengIKFXRjuL1YyXNSg
reactiontime,"Animation, Humor",14600000.0,United States,12600.0,681.0,30.0,http://youtube.com/channel/UChM5Ff2yVeIZ16EWiB081cg
TommyInnit,"Video Games, Humor",14600000.0,United States,1400000.0,99000.0,4900.0,http://youtube.com/channel/UC5p_l5ZeB_wGjO_yDXwiqvw
LillySingh,"Animation, Humor",14600000.0,United States,54700.0,3600.0,55.0,http://youtube.com/channel/UCfm4y4rHF5HGrSr-qbvOwOg
lesboystv,Unknown,14500000.0,France,28700.0,0.0,0.0,http://youtube.com/channel/UCErphF_9VoXQB29BVDK9_Jw
GH.S,Unknown,14500000.0,United States,5100000.0,194600.0,816.0,http://youtube.com/channel/UCdrBnBNLsN4_cH32HWbr9qg
IanBoggs,"Movies, Humor",14500000.0,United States,2500000.0,175300.0,1800.0,http://youtube.com/channel/UC9yadlAEiyOUNa3y4dnuYFg
Drawblogs,"Movies, Animation",14400000.0,Mexico,9300.0,446.0,25.0,http://youtube.com/channel/UCkuPobJMx7DPUdwlVo1TFfA
RosannaPansino,DIY and Life Hacks,14400000.0,United States,48500.0,3300.0,31.0,http://youtube.com/channel/UCjwmbv6NE4mOh8Z8VhPUx1Q
LuliPampin,"Music and Dance, Animation",14400000.0,Unknown,1200000.0,2500.0,0.0,http://youtube.com/channel/UCCw5Xsx3WazdczGTKJdjwPQ
CrescendocomLuluca,Animation,14400000.0,Brazil,768300.0,31200.0,1700.0,http://youtube.com/channel/UCnrGkE2AmBAv6Vxj6kjf1jg
AlexaRivera,"Animation, Humor",14400000.0,United States,3500000.0,87700.0,2500.0,http://youtube.com/channel/UCPpATKqmMV-CNRNWYaDUwiA
dangmattsmith,"Animation, Humor",14400000.0,Unknown,58000.0,3000.0,274.0,http://youtube.com/channel/UCe56RtxwepRSyZ-b--SedOw
WishFM1075official,Music and Dance,14400000.0,Philippines,49400.0,711.0,73.0,http://youtube.com/channel/UCdfq8-581QVUtVsa8ChVnDQ
BobonSantoso,"Music and Dance, Movies",14400000.0,Indonesia,242200.0,7100.0,137.0,http://youtube.com/channel/UCCeJqNJdhaydrlubVLzyErQ
nikkietutorials,"Design/Art, Beauty",14400000.0,United States,2700000.0,152400.0,1100.0,http://youtube.com/channel/UCzTKskwIc_-a0cGvCXA848Q
Compot,Video Games,14400000.0,Russia,1000000.0,40600.0,1700.0,http://youtube.com/channel/UC0cWWruNMb95iCBEOzPnjRA
vladandnikirus,Toys,14300000.0,Unknown,832100.0,2700.0,0.0,http://youtube.com/channel/UCppy4jafHu51iCMl-7qVbFA
JamunaTVbd,News and Politics,14300000.0,Bangladesh,3800.0,70.0,11.0,http://youtube.com/channel/UCN6sm8iHiPd0cnoUardDAnw
zeetvtelugu,Unknown,14300000.0,India,2700.0,78.0,0.0,http://youtube.com/channel/UC3PYGKK29qJ0zu-eEthHK4g
seungbini67,Unknown,14300000.0,United States,9200000.0,325200.0,2000.0,http://youtube.com/channel/UCPhHBEtG6dVZ5fJKoNArcJw
boxtoxtv,Unknown,14300000.0,India,1700000.0,53500.0,138.0,http://youtube.com/channel/UCCfKlFlKYBxZ-UU2dWc17IQ
ETVJabardasth,Humor,14300000.0,India,70800.0,1700.0,4.0,http://youtube.com/channel/UCnoqvTW4YZExfDeq7_Wmd-w
Jazzghost,"Animation, Video Games",14200000.0,Brazil,1400000.0,61500.0,2100.0,http://youtube.com/channel/UCIXguhHCl8eDTkXpEuiGPUA
BieTheSka,Unknown,14200000.0,Thailand,316600.0,8900.0,71.0,http://youtube.com/channel/UCjVb9mJZTeuPLN4hOjmvQnw
airrack,"Video Games, Humor",14200000.0,United States,4400000.0,192700.0,6400.0,http://youtube.com/channel/UCyps-v4WNjWDnYRKmZ4BUGw
inventonahora,"Movies, Humor",14200000.0,Brazil,466900.0,47500.0,447.0,http://youtube.com/channel/UCR3vcUrhFUdzagng58ueI2w
TheSocialFactory,Unknown,14200000.0,India,0.0,0.0,0.0,http://youtube.com/channel/UCbmu9wfzxKls40WkCzvqtRA
nehakakkar,Music and Dance,14200000.0,India,320100.0,25600.0,284.0,http://youtube.com/channel/UCicMnWThgzNjUmqpd-nUTXQ
SuperPolina,Unknown,14200000.0,Russia,1800.0,10.0,0.0,http://youtube.com/channel/UCE76CBkDX591pxzps6bySOw
ComePlayWithMe,"Movies, Toys",14200000.0,Unknown,1500000.0,0.0,0.0,http://youtube.com/channel/UCQ00zWTLrgRQJUb8MHQg21A
veritasium,Science and Technology,14200000.0,United States,2800000.0,110800.0,7500.0,http://youtube.com/channel/UCHnyfMqiRRG1u-2MsSQLbXA
SanjoyDasOfficial,Unknown,14200000.0,India,326200.0,34800.0,101.0,http://youtube.com/channel/UCJxJpvWL1gxfLfM352EFatw
karameeshchannel,Music and Dance,14200000.0,Jordan,267600.0,1900.0,0.0,http://youtube.com/channel/UCZ7V5FSAdPkRjPf64pPx9-Q
AM3NlC,Cars and Vehicles,14200000.0,Brazil,329100.0,25200.0,303.0,http://youtube.com/channel/UCrGnb5RdHA9M6WGmBGYo4ZQ
huba3,Unknown,14200000.0,United States,1100000.0,27400.0,109.0,http://youtube.com/channel/UCybzQL-nUUIcbobgx6CrvkQ
DEVKeFacts,Unknown,14200000.0,India,1200000.0,45600.0,27.0,http://youtube.com/channel/UC2lZDDm1-wTuadQ1qVCZ3dA
ATRO55,Unknown,14200000.0,Iraq,523100.0,51200.0,3600.0,http://youtube.com/channel/UCjf3ZSi7xMu8O9frZZ8FEGg
Narobeauty,Unknown,14200000.0,Iraq,2400000.0,124700.0,5300.0,http://youtube.com/channel/UCWXYdNyGX01rnTB-tQci8JQ
trapcity,Music and Dance,14200000.0,United States,17500.0,734.0,30.0,http://youtube.com/channel/UC65afEgL62PGFWXY7n6CUbA
refugiomental6032,Movies,14200000.0,Argentina,76600.0,1200.0,22.0,http://youtube.com/channel/UCgQRN9EO5ksPZjs7EasIftQ
vilmei,Unknown,14200000.0,Indonesia,162100.0,0.0,304.0,http://youtube.com/channel/UC90xz-i20jmoZhI8RMLzzjA
TVAnaEmilia,Unknown,14200000.0,Mexico,85800.0,4100.0,276.0,http://youtube.com/channel/UCdPyv-GXDxlOeonqYKtKMSQ
thinkmusicofficial,Music and Dance,14200000.0,India,41900.0,1000.0,19.0,http://youtube.com/channel/UCLbdVvreihwZRL6kwuEUYsA
tseriesregional,Music and Dance,14200000.0,India,6900.0,59.0,5.0,http://youtube.com/channel/UCy2fvV-mH_4AcIgqnLg9uDw
MasterskayaNastroeny,"Movies, Video Games",14100000.0,Russia,125600.0,2700.0,81.0,http://youtube.com/channel/UCRW3VLiVep5Ud4Ovhj2eUyA
theHacksmith,Video Games,14100000.0,United States,174900.0,10200.0,102.0,http://youtube.com/channel/UCjgpFI5dU-D1-kh9H1muoxQ
StrayKids,"Music and Dance, Movies",14100000.0,United States,839600.0,146500.0,4300.0,http://youtube.com/channel/UC9rMiEjNaCSsebs31MRDCRA
kidstvindia,Toys,14100000.0,Unknown,24100.0,70.0,0.0,http://youtube.com/channel/UCZbTuDplLcBb4bTHa_-5_UA
vladynikishow,Unknown,14100000.0,Unknown,312400.0,1100.0,0.0,http://youtube.com/channel/UCTsPDENL6UTfdIExrWO2NlQ
RaptorGamer,"Animation, Video Games",14000000.0,Mexico,257400.0,19900.0,319.0,http://youtube.com/channel/UCS4OZlj8753fezBtH62TRDg
geonews,Unknown,14000000.0,Pakistan,3900.0,47.0,3.0,http://youtube.com/channel/UC_vt34wimdCzdkrzVejwX9g
OQueNaoDizerOficial,"Movies, Animation",14000000.0,Brazil,61400.0,7300.0,94.0,http://youtube.com/channel/UC19aAr6UojQesIVCBsXJGIw
atlanticrecords,Unknown,14000000.0,United States,6300.0,315.0,11.0,http://youtube.com/channel/UCe4LM_eKc9ywRmVuBm5pjQg
Acenix,"Animation, Video Games",14000000.0,Mexico,741100.0,23400.0,821.0,http://youtube.com/channel/UCH3h4jRKn3lJo0uORqqESPg
Infobellsrhymes,"Toys, Cars and Vehicles",14000000.0,Unknown,105600.0,3300.0,0.0,http://youtube.com/channel/UCU_AsfgtKjwR4qaSwgsWn-w
GoldminesPremiere,Unknown,14000000.0,Unknown,8900.0,168.0,0.0,http://youtube.com/channel/UCvUctuMp58UD_kQtcWcNCjw
DesiGamers_,Unknown,14000000.0,India,971100.0,99700.0,2500.0,http://youtube.com/channel/UCuApqv2tNQ73S7gcfrfCSDw
juliagisella,Unknown,14000000.0,United States,524700.0,53100.0,1100.0,http://youtube.com/channel/UCCPsBYxLUykj5xbgOGTRzKQ
albert_cancook,Unknown,14000000.0,United States,6700000.0,459100.0,2500.0,http://youtube.com/channel/UC0NkSnlCOhoODbykzZwpiDw
bibotoysrus,"Animation, Toys",13900000.0,Unknown,106400.0,0.0,0.0,http://youtube.com/channel/UCqk10y8p4_QVUT9e5LWKkdg
adeletsami3286,"Animation, Humor, Toys",13900000.0,France,8000.0,37.0,0.0,http://youtube.com/channel/UCPalOwaTaSwFS4PANDNv7Zg
123GOSpanish,Animation,13900000.0,Mexico,60400.0,547.0,15.0,http://youtube.com/channel/UCYtt2TP3sqR9_qXnc1G4eRA
Mythpat,Unknown,13900000.0,India,11700000.0,1200000.0,15800.0,http://youtube.com/channel/UCx6F-rETGiz7xf_vkMmX2yQ
MaviGadgets,Unknown,13900000.0,United States,212800.0,4600.0,18.0,http://youtube.com/channel/UCJfNJmcv6LXCDsaa2kB_-7A
wesleysafadao,Music and Dance,13900000.0,Brazil,162700.0,4600.0,139.0,http://youtube.com/channel/UCciJLMuECsXuOyhA4FO48Sg
BBC,"Movies, Animation",13800000.0,United Kingdom,9900.0,226.0,5.0,http://youtube.com/channel/UCCj956IF62FbT7Gouszaj9w
nishamadhulika,Food and Drink,13800000.0,India,132400.0,3200.0,538.0,http://youtube.com/channel/UCgoxyzvouZM-tCgsYzrYtyg
AdamW,"Animation, Humor",13800000.0,United States,2900000.0,98200.0,470.0,http://youtube.com/channel/UC_k6e2PPDUnxEdMJC9Q044g
FAPTV,"Animation, Humor",13800000.0,United States,75100.0,2300.0,14.0,http://youtube.com/channel/UC0jDoh3tVXCaqJ6oTve8ebA
BigTastyAnimations,Unknown,13800000.0,United States,199900.0,12600.0,27.0,http://youtube.com/channel/UC_1_bb0cj_QVAE4DVXo0mSA
jbalvinVEVO,"Music and Dance, Movies",13800000.0,Colombia,0.0,0.0,0.0,http://youtube.com/channel/UCrHL_BF5lHyK43BxLU8-vBQ
jomyproductionshorts,Unknown,13800000.0,India,258800.0,8600.0,30.0,http://youtube.com/channel/UC_cdxikvfl_ntmtW6loibKA
jojotvhindi,Music and Dance,13800000.0,India,19700.0,499.0,0.0,http://youtube.com/channel/UCAXe-dTMWRcqDdt5pYLwHCA
MAIKI021,"Animation, Humor",13800000.0,Brazil,6000.0,754.0,62.0,http://youtube.com/channel/UCXhDFaOPG2zhiYm9eXuMKkA
penguinz0,Movies,13800000.0,United States,1700000.0,71600.0,4500.0,http://youtube.com/channel/UCq6VFHwMzcMXbuKyG7SQYIg
PetsSwag,Unknown,13800000.0,United States,909900.0,30500.0,286.0,http://youtube.com/channel/UCZ_r5HesKAr9EJInthnPSoA
codiscos,Music and Dance,13800000.0,Unknown,19500.0,287.0,7.0,http://youtube.com/channel/UCMt4GuchIJh48XJFB3iyXQQ
blockbustermovies7960,Daily Vlogs,13800000.0,India,8700.0,174.0,2.0,http://youtube.com/channel/UCW3VI9s3Dw8o1ekgjI3FCzw
ZeinabHarakeVlogs,Humor,13800000.0,Philippines,2800000.0,94000.0,3700.0,http://youtube.com/channel/UC-j7tR3DhEt85EM9HbvxXqA
gmanews,News and Politics,13800000.0,Philippines,3400.0,48.0,4.0,http://youtube.com/channel/UCqYw-CTd1dU2yGI71sEyqNw
PlayHard,Unknown,13800000.0,Brazil,120000.0,12000.0,85.0,http://youtube.com/channel/UC4IMfO_--bwBaNgWeoLxAgg
TypicalGamer,Video Games,13800000.0,United States,284700.0,7400.0,210.0,http://youtube.com/channel/UC2wKfjlioOCLP4xQMOWNcgg
mymissanand,"Movies, Humor",13700000.0,India,965100.0,17300.0,1000.0,http://youtube.com/channel/UCpCWa9f5_J3PqY-_Lg-_QfQ
WanasahTV1,"Movies, Animation",13700000.0,Unknown,856300.0,3500.0,0.0,http://youtube.com/channel/UCiRfBu1ymNpygUgpvGzVr_w
ladydiana11,"Music and Dance, Humor",13700000.0,Russia,2600000.0,58300.0,3500.0,http://youtube.com/channel/UCCB4-saKfwGbUFO2-rRdUqQ
AmaraQueLinda,Daily Vlogs,13600000.0,Colombia,719100.0,59000.0,172.0,http://youtube.com/channel/UChq_qmwRxTMgmggitRTiIEA
BUDI01GAMING,"Movies, Animation",13600000.0,Indonesia,625000.0,26000.0,1300.0,http://youtube.com/channel/UC8qp0ZmavLOGeSdLxSUZO8w
lunomosik,Video Games,13600000.0,Russia,1400000.0,27500.0,1200.0,http://youtube.com/channel/UCdKEBeInDzinQ6MG2HkF7Gw
KidsLineKOYA,"Movies, Humor",13600000.0,Unknown,9300.0,40.0,0.0,http://youtube.com/channel/UCQs-tWGqacJ7vuuJDtXq28w
TrakinTech,News and Politics,13600000.0,India,418000.0,22800.0,817.0,http://youtube.com/channel/UCEPL07qzVsOcHd3sMUws65g
Vogue,Fashion,13600000.0,United States,114800.0,5700.0,44.0,http://youtube.com/channel/UCRXiA3h1no_PFkb1JCP0yMA
MyMateNate,Unknown,13600000.0,Thailand,1300000.0,30700.0,1100.0,http://youtube.com/channel/UC7rtE7hSTaC8xDf5v_7O1qQ
luismendez1405,Unknown,13600000.0,Mexico,1000000.0,182000.0,1600.0,http://youtube.com/channel/UCJFbtOu0MKbZOzhJ2fWdnXQ
awakeningrecords,Music and Dance,13600000.0,Indonesia,15300.0,675.0,35.0,http://youtube.com/channel/UCBq5hp6DvwWam2XOXw6lYJA
TwinsFromRussiaRevega,Unknown,13600000.0,United States,65200.0,2000.0,13.0,http://youtube.com/channel/UC0avk6i7f9ZYFfORXMgZxlA
onlinejobRk,Unknown,13600000.0,India,4300.0,99.0,13.0,http://youtube.com/channel/UCL3IoeeHKzWMxZxhmnmETjw
BanderitaX,"Animation, Video Games",13600000.0,Saudi Arabia,1200000.0,88200.0,4600.0,http://youtube.com/channel/UCxEGVXh6fi-XYo58NZrbIHQ
Anaysa,"Movies, Humor",13600000.0,India,94900.0,4900.0,76.0,http://youtube.com/channel/UCuN4A3GCUq5-0wJDSiJoxRQ
Painzeiro,Daily Vlogs,13600000.0,Brazil,351800.0,7500.0,319.0,http://youtube.com/channel/UCCnl0HqjHFj6akQZBW81whQ
